OBJECTID,CBSA Code,CBSA Title,CBSA Type,Land area,Water area,Shape__Area,Shape__Length
257,21060,"Elizabethtown, KY",Metropolitan Statistical Area,2291982250,22845335,0.236346013360162,3.35133333760622
258,21120,"Elk City, OK",Micropolitan Statistical Area,2335328724,5521744,0.23188742186403,2.25671677308741
259,21140,"Elkhart-Goshen, IN",Metropolitan Statistical Area,1199580238,12457801,0.130894980547737,1.4566160296805
260,21180,"Elkins, WV",Micropolitan Statistical Area,2692810850,667359,0.27920705824431,3.34848550053432
261,21220,"Elko, NV",Micropolitan Statistical Area,55294002016,85842980,5.92060486885293,11.8174092314879
262,21260,"Ellensburg, WA",Micropolitan Statistical Area,5949905814,92507199,0.71628923231583,4.98764523260327
263,21300,"Elmira, NY",Metropolitan Statistical Area,1054988439,8875327,0.115859747603963,1.54598453756652
264,21340,"El Paso, TX",Metropolitan Statistical Area,14461933675,7448221,1.37384255543043,6.07134852504078
265,21380,"Emporia, KS",Micropolitan Statistical Area,4197157000,32652919,0.436117596904751,3.09858662386039
266,21420,"Enid, OK",Metropolitan Statistical Area,2741521326,4075930,0.275745883234322,2.14505654112535
267,21460,"Enterprise, AL",Micropolitan Statistical Area,1758565928,3907189,0.167147872911528,1.67882459697984
268,21500,"Erie, PA",Metropolitan Statistical Area,2069143908,1966272916,0.439313626703552,2.98712568087093
269,21540,"Escanaba, MI",Micropolitan Statistical Area,3033137847,2124389420,0.596797792439929,3.4357068031702
270,21580,"Española, NM",Micropolitan Statistical Area,15179593247,91463243,1.5362552635479,6.47472039811306
271,21640,"Eufaula, AL-GA",Micropolitan Statistical Area,2683863227,74681508,0.262902808030958,3.07871721155543
272,21660,"Eugene-Springfield, OR",Metropolitan Statistical Area,11795044831,436058218,1.37112642920602,7.25013624813092
273,21700,"Eureka-Arcata, CA",Micropolitan Statistical Area,9241141220,1254150035,1.11838173594924,5.24913943696827
274,21740,"Evanston, WY-UT",Micropolitan Statistical Area,8056103556,165732226,0.885348330557463,5.56204985010879
275,21780,"Evansville, IN",Metropolitan Statistical Area,2661547585,51540094,0.278473900017389,4.23002205097007
276,21820,"Fairbanks-College, AK",Metropolitan Statistical Area,18996838330,259573207,3.63514248328011,13.2803472368955
277,21860,"Fairmont, MN",Micropolitan Statistical Area,1844928073,44669375,0.210893542370286,1.90977664983445
278,21900,"Fairmont, WV",Micropolitan Statistical Area,799749352,7079302,0.0844998904142358,1.54493181582117
279,21980,"Fallon, NV",Micropolitan Statistical Area,12820847808,190742991,1.36409811157637,5.95781508197677
280,22020,"Fargo, ND-MN",Metropolitan Statistical Area,7278152640,26752493,0.862647529977949,4.50728382033868
281,22060,"Faribault-Northfield, MN",Micropolitan Statistical Area,1284234762,52062452,0.150836732450898,1.66398959720605
282,22100,"Farmington, MO",Micropolitan Statistical Area,1170380016,7218075,0.120484954330777,2.03673569512261
283,22140,"Farmington, NM",Metropolitan Statistical Area,14289565202,54893423,1.44302220283839,5.27360643134436
284,22180,"Fayetteville, NC",Metropolitan Statistical Area,2700610031,19280401,0.268683357424379,3.29252982699932
285,22190,"Fayetteville, TN",Micropolitan Statistical Area,1477179214,971039,0.146200404324645,1.87390535105064
286,22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,6794620482,130235097,0.693117268684091,4.00020740439371
287,22260,"Fergus Falls, MN",Micropolitan Statistical Area,5106508605,654472630,0.674028515627469,3.4919774244652
288,22300,"Findlay, OH",Micropolitan Statistical Area,1376118086,6028216,0.147929825328674,1.61546176012807
289,22340,"Fitzgerald, GA",Micropolitan Statistical Area,647802123,9814374,0.0626011319795907,1.44137216650203
290,22380,"Flagstaff, AZ",Metropolitan Statistical Area,48216135498,116634312,4.8217672646947,12.6188447340372
291,22420,"Flint, MI",Metropolitan Statistical Area,1649674147,32748546,0.185791530692086,1.81974680262126
292,22500,"Florence, SC",Metropolitan Statistical Area,3525286872,24365097,0.347003398665038,3.92382338304058
293,22520,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,3265892720,212764978,0.342698225724462,3.04563007487492
294,22540,"Fond du Lac, WI",Metropolitan Statistical Area,1863667255,119853823,0.221664543741326,2.2392150824943
295,22580,"Forest City, NC",Micropolitan Statistical Area,1464475269,4693780,0.145774571103402,1.97144928790059
296,22620,"Forrest City, AR",Micropolitan Statistical Area,1644082982,20017606,0.164357539164712,2.07414014576299
297,22660,"Fort Collins-Loveland, CO",Metropolitan Statistical Area,6722952763,99045889,0.726526579490383,3.89977907469904
298,22700,"Fort Dodge, IA",Micropolitan Statistical Area,1853665899,7269394,0.203575526857321,1.89417015358735
299,22780,"Fort Leonard Wood, MO",Micropolitan Statistical Area,1417014582,11312724,0.146166007179772,1.54839075630034
300,22800,"Fort Madison, IA",Micropolitan Statistical Area,1340448559,55266767,0.148586082410702,1.99459129054313
301,22820,"Fort Morgan, CO",Micropolitan Statistical Area,3316441489,34663098,0.354778301565148,2.41526955657624
302,22840,"Fort Payne, AL",Micropolitan Statistical Area,2012620262,4107136,0.197859318322344,2.21434600734518
303,22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,4662049165,166503067,0.479316647896439,4.72501498899775
304,23060,"Fort Wayne, IN",Metropolitan Statistical Area,3524560545,19025560,0.379287994752758,3.45491128450676
305,23140,"Frankfort, IN",Micropolitan Statistical Area,1049119200,461117,0.111180785491342,1.41042953383058
306,23180,"Frankfort, KY",Micropolitan Statistical Area,1062330415,15862685,0.110778774952905,2.22963530909901
307,23190,"Franklin, KY",Micropolitan Statistical Area,606511222,5930956,0.0617932173395275,1.11685641469036
308,23240,"Fredericksburg, TX",Micropolitan Statistical Area,2740731307,9000601,0.257900954194838,2.15223583685925
309,23300,"Freeport, IL",Micropolitan Statistical Area,1461392058,1350223,0.159824272875994,1.65959827681104
310,23340,"Fremont, NE",Micropolitan Statistical Area,1370277207,36091675,0.15183671984164,1.83237478890264
311,23380,"Fremont, OH",Micropolitan Statistical Area,1057351023,24514231,0.116411360145548,1.64105496614921
312,23420,"Fresno, CA",Metropolitan Statistical Area,20966730844,178881729,2.13734870041799,8.25326876442085
313,23460,"Gadsden, AL",Metropolitan Statistical Area,1385916764,35022972,0.138734295716631,2.08610716607935
314,23500,"Gaffney, SC",Micropolitan Statistical Area,1017770810,11691708,0.101708503618738,1.67717095643953
315,23540,"Gainesville, FL",Metropolitan Statistical Area,6069887960,1479938072,0.702146089023245,5.20922874464375
316,23580,"Gainesville, GA",Metropolitan Statistical Area,1017850585,93972134,0.108897156160765,1.72519416518182
317,23620,"Gainesville, TX",Micropolitan Statistical Area,2265789885,61319327,0.226151797198781,2.88719617537019
318,23660,"Galesburg, IL",Micropolitan Statistical Area,1855428865,8837382,0.199322220988506,1.78556693314197
319,23680,"Gallipolis, OH",Micropolitan Statistical Area,1208305870,12087309,0.126593499558339,1.9018990859907
320,23700,"Gallup, NM",Micropolitan Statistical Area,14118189399,12689169,1.40516877904815,5.64995166795467
321,23780,"Garden City, KS",Micropolitan Statistical Area,3372157854,1716371,0.346277540817255,2.83489523349901
322,23820,"Gardnerville Ranchos, NV-CA",Micropolitan Statistical Area,3752575632,84739514,0.397668608477488,3.84728708406479
323,23900,"Gettysburg, PA",Metropolitan Statistical Area,1343400757,7771555,0.142240485150296,1.59010897726872
324,23940,"Gillette, WY",Micropolitan Statistical Area,12437291886,11010427,1.4026638338637,4.93456210987754
325,23980,"Glasgow, KY",Micropolitan Statistical Area,2012463202,36708427,0.207374280302702,2.40571851439649
326,24020,"Glens Falls, NY",Metropolitan Statistical Area,4398866595,204963257,0.511888834244246,4.14027023966258
327,24100,"Gloversville, NY",Micropolitan Statistical Area,1283234687,96916403,0.152636995875355,1.94370767200069
328,24140,"Goldsboro, NC",Metropolitan Statistical Area,1434651141,9842326,0.143258869606143,1.75665187153497
329,24180,"Granbury, TX",Micropolitan Statistical Area,1089693164,41762500,0.108485528873871,1.38886818404742
330,24220,"Grand Forks, ND-MN",Metropolitan Statistical Area,8824671443,77658176,1.06952872615102,6.69457600335563
331,24260,"Grand Island, NE",Metropolitan Statistical Area,4151718094,55758652,0.450895581673421,3.68470314052885
332,24300,"Grand Junction, CO",Metropolitan Statistical Area,8621348059,31991710,0.900045570613656,5.03654168677254
333,24330,"Grand Rapids, MN",Micropolitan Statistical Area,6908685824,674252538,0.905407097984607,4.87471295870785
334,24340,"Grand Rapids-Wyoming-Kentwood, MI",Metropolitan Statistical Area,8397266569,2949958800,1.25221555143685,6.59442224554063
335,24420,"Grants Pass, OR",Metropolitan Statistical Area,4244080759,5631773,0.464440229769025,3.45796570630258
336,24460,"Great Bend, KS",Micropolitan Statistical Area,2318705423,13926862,0.24082230021304,1.97737683636934
337,24500,"Great Falls, MT",Metropolitan Statistical Area,6988317263,34317455,0.835341454817808,5.61430671809793
338,24540,"Greeley, CO",Metropolitan Statistical Area,10320980111,82342514,1.10611580937757,5.09952311112993
339,24580,"Green Bay, WI",Metropolitan Statistical Area,4843336947,2535196269,0.837743317900731,5.99879618761552
340,24600,"Greencastle, IN",Micropolitan Statistical Area,1244585885,5585892,0.131222619373148,1.57600377394234
341,24620,"Greeneville, TN",Micropolitan Statistical Area,1611409727,5099752,0.161933489153171,2.05274406623037
342,24640,"Greenfield, MA",Micropolitan Statistical Area,1810939913,65598236,0.205784814029812,2.77768078924242
343,24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,5164228171,68529635,0.523217682839913,3.08989470583482
344,24700,"Greensburg, IN",Micropolitan Statistical Area,964946130,1955432,0.100974834328326,1.31889925669991
345,24740,"Greenville, MS",Micropolitan Statistical Area,1875077589,94257003,0.190614522882697,3.12605830701361
346,24780,"Greenville, NC",Metropolitan Statistical Area,1689620174,8247778,0.168859989422117,2.30760929604153
347,24820,"Greenville, OH",Micropolitan Statistical Area,1549077538,4244898,0.164139694996038,1.63438175656206
348,24860,"Greenville-Anderson-Greer, SC",Metropolitan Statistical Area,7017832642,200536615,0.71007893518663,5.56697895637812
349,24900,"Greenwood, MS",Micropolitan Statistical Area,3166162826,47918753,0.311849642272136,3.39966814235955
350,24940,"Greenwood, SC",Micropolitan Statistical Area,2452197823,74476485,0.24710795594774,2.50717996838949
351,24980,"Grenada, MS",Micropolitan Statistical Area,2147365932,73011722,0.215779085105396,2.80515440685595
352,25020,"Guayama, PR",Metropolitan Statistical Area,328022545,235732831,0.0480902132710526,1.12141112739205
353,25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,5739179172,2105723926,0.737010815049643,4.24982310251442
354,25100,"Guymon, OK",Micropolitan Statistical Area,5286923168,19169341,0.535408288606504,3.16480175249199
355,25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,2610718289,27283136,0.276436753098324,3.55540083516099
356,25200,"Hailey, ID",Micropolitan Statistical Area,12725481038,67793231,1.41969389908809,8.17587922680408
357,25220,"Hammond, LA",Metropolitan Statistical Area,2049124443,136690438,0.205649186467326,2.47752274544345
358,25260,"Hanford-Corcoran, CA",Metropolitan Statistical Area,3602601926,3164290,0.360755754510592,2.8793684360787
359,25300,"Hannibal, MO",Micropolitan Statistical Area,2348366330,55494823,0.252300377259871,2.41586072266739
360,25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,4200446969,109305007,0.456694635090344,3.79947447397156
361,25460,"Harrison, AR",Micropolitan Statistical Area,3653951634,37733937,0.369396012124753,2.99664026725273
362,25500,"Harrisonburg, VA",Metropolitan Statistical Area,2245853845,10776961,0.233076268644254,2.32739594512923
363,25540,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,3759224173,289927905,0.437896645511501,4.07571572042511
364,25580,"Hastings, NE",Micropolitan Statistical Area,4430113663,6049798,0.470649794333667,3.19772651600643
365,25620,"Hattiesburg, MS",Metropolitan Statistical Area,4169604969,27306026,0.397133320062494,2.76886458112452
366,25700,"Hays, KS",Micropolitan Statistical Area,2330762300,1197085,0.242200035213045,1.98304884247514
367,25720,"Heber, UT",Micropolitan Statistical Area,7892753046,105699840,0.851730654407675,6.53849608720279
368,25740,"Helena, MT",Metropolitan Statistical Area,16336963607,226239706,1.94897491931124,10.164179310828
369,25770,"Hemlock Farms, PA",Micropolitan Statistical Area,1411272636,56780869,0.157905872578567,2.31244952259846
370,25775,"Henderson, KY",Micropolitan Statistical Area,1990113443,85005715,0.21194681722227,3.29191611064105
371,25780,"Henderson, NC",Micropolitan Statistical Area,653701481,42190675,0.0698773161950612,1.15282294685606
372,25820,"Hereford, TX",Micropolitan Statistical Area,3876750570,3926557,0.38302486447833,2.62181452998643
373,25840,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,13587023089,85991362,1.57474221324946,6.40913072934541
374,25850,"Hermitage, PA",Micropolitan Statistical Area,1741864529,25965918,0.190064645762277,1.81341414044885
375,25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,4246242101,75161837,0.430946561308247,3.57221980403096
376,25880,"Hillsdale, MI",Micropolitan Statistical Area,1549207166,22939100,0.170543262261845,1.67168470252825
377,25900,"Hilo-Kailua, HI",Micropolitan Statistical Area,10433586969,2739520971,1.13434237666024,4.59735731453396
378,25940,"Hilton Head Island-Bluffton-Port Royal, SC",Metropolitan Statistical Area,3188805665,1020083416,0.403356110156665,3.51158283658296
379,25980,"Hinesville, GA",Metropolitan Statistical Area,2374660673,231746810,0.248181751142965,3.41706094082497
380,26020,"Hobbs, NM",Micropolitan Statistical Area,11374066523,8147103,1.09571354883656,4.65096523828207
381,26090,"Holland, MI",Micropolitan Statistical Area,2137395690,2610802938,0.520783260728649,3.71347132746553
382,26140,"Homosassa Springs, FL",Metropolitan Statistical Area,1507169420,981139562,0.230077657704669,2.72574287382196
383,26220,"Hood River, OR",Micropolitan Statistical Area,1352455750,29044350,0.159091388252818,1.8414607367999
384,26300,"Hot Springs, AR",Metropolitan Statistical Area,1755013697,147452177,0.18690637418581,2.01005334342136
385,26340,"Houghton, MI",Micropolitan Statistical Area,4012441638,15329028156,2.3120994212386,8.11167513223505
386,26380,"Houma-Bayou Cane-Thibodaux, LA",Metropolitan Statistical Area,5950967002,3245232829,0.854829989540576,4.41928592888947
387,26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,22890724536,3194977939,2.43421772670354,9.12915514857334
388,26460,"Hudson, NY",Micropolitan Statistical Area,1643770716,35071400,0.183144600154264,1.91888982031162
389,26500,"Huntingdon, PA",Micropolitan Statistical Area,2265182342,37851956,0.244369392148656,2.82955879401572
390,26540,"Huntington, IN",Micropolitan Statistical Area,991062907,13127494,0.107201475682359,1.3135155073041
391,26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,7551150628,105983696,0.789237162337486,7.1435985397514
392,26620,"Huntsville, AL",Metropolitan Statistical Area,3535346108,142184026,0.362182144408735,3.22368358619785
393,26660,"Huntsville, TX",Micropolitan Statistical Area,2031126326,44745757,0.195527525301941,2.15488819567521
394,26700,"Huron, SD",Micropolitan Statistical Area,3260011986,15834230,0.370142104677143,2.5777655600126
395,26740,"Hutchinson, KS",Micropolitan Statistical Area,3251231985,43517492,0.337742329920729,2.45581064733041
396,26780,"Hutchinson, MN",Micropolitan Statistical Area,1273004838,36432583,0.148986698980025,1.68201010164467
397,26820,"Idaho Falls, ID",Metropolitan Statistical Area,13457940822,125306767,1.51471878875009,9.10333151703034
398,26860,"Indiana, PA",Micropolitan Statistical Area,2142969423,18085568,0.230097312570251,2.2852170817199
399,26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,10584004040,83065669,1.12169645878953,5.08543025875542
400,26980,"Iowa City, IA",Metropolitan Statistical Area,3060914335,31409883,0.333521874062853,2.56095048192691
401,27020,"Iron Mountain, MI-WI",Micropolitan Statistical Area,3234821649,64617589,0.38284017262913,3.64846287980081
402,27060,"Ithaca, NY",Metropolitan Statistical Area,1229315822,43786803,0.139322678080816,1.87828098630045
403,27100,"Jackson, MI",Metropolitan Statistical Area,1817904856,55933446,0.204411285494871,1.87223568101674
404,27140,"Jackson, MS",Metropolitan Statistical Area,15577208937,233389358,1.51594383236102,8.02442012854646
405,27180,"Jackson, TN",Metropolitan Statistical Area,4431944977,7224174,0.442328495385709,4.08655888838368
406,27220,"Jackson, WY-ID",Micropolitan Statistical Area,11514930257,573727360,1.35464161931986,5.84855768202602
407,27260,"Jacksonville, FL",Metropolitan Statistical Area,8292537779,1286359212,0.897673541882796,6.14168275649572
408,27300,"Jacksonville, IL",Micropolitan Statistical Area,2123137842,13868093,0.224395602698678,2.02693974518335
409,27340,"Jacksonville, NC",Metropolitan Statistical Area,1973791552,370648831,0.230691466241524,2.20260417693382
410,27380,"Jacksonville, TX",Micropolitan Statistical Area,2727140694,23874005,0.262095791033744,3.68205186023344
411,27420,"Jamestown, ND",Micropolitan Statistical Area,5754703484,197271625,0.703676510177047,3.48109821181443
412,27460,"Jamestown-Dunkirk, NY",Micropolitan Statistical Area,2746450219,1139029655,0.424214922780948,2.57118137210911
413,27500,"Janesville-Beloit, WI",Metropolitan Statistical Area,1860044982,20695798,0.206533691399272,1.87766983395471
414,27540,"Jasper, IN",Micropolitan Statistical Area,1106616360,20892925,0.116222936865142,1.48747907748974
415,27600,"Jefferson, GA",Micropolitan Statistical Area,879497248,8783520,0.0868169575774118,1.48423307796929
416,27620,"Jefferson City, MO",Metropolitan Statistical Area,5821588434,79970732,0.610625183455113,4.5614191337957
417,27700,"Jesup, GA",Micropolitan Statistical Area,1662287070,17768149,0.159580261474957,2.16032038579558
418,27740,"Johnson City, TN",Metropolitan Statistical Area,2211514091,25980990,0.224361382599227,3.02714522647137
419,27780,"Johnstown, PA",Metropolitan Statistical Area,1780643392,13523237,0.190592954479371,2.07041406744882
420,27860,"Jonesboro, AR",Metropolitan Statistical Area,3795517111,28212757,0.38077701491261,2.65291933175418
421,27900,"Joplin, MO-KS",Metropolitan Statistical Area,4793620865,20830352,0.487961876657891,3.23262560525956
422,27940,"Juneau, AK",Micropolitan Statistical Area,7003393461,1426244167,1.29595786902473,5.66534287351466
423,27980,"Kahului-Wailuku, HI",Metropolitan Statistical Area,3039431895,3309033240,0.551053514356909,5.89046344531569
424,28020,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,1455457976,47507421,0.163946130767954,1.6355136019057
425,28060,"Kalispell, MT",Micropolitan Statistical Area,13175846363,437160633,1.64996884266111,8.91423439646722
426,28100,"Kankakee, IL",Metropolitan Statistical Area,1752101354,12458977,0.18924362373059,2.03377318318042
427,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,18794315271,301254928,1.98396726884039,7.81920919351608
428,28180,"Kapaa, HI",Micropolitan Statistical Area,1605351812,1674384756,0.286857301720374,3.1506232805491
429,28260,"Kearney, NE",Micropolitan Statistical Area,3844742658,18867974,0.411882006778342,2.80432387348058
430,28300,"Keene, NH",Micropolitan Statistical Area,1830367250,57589052,0.208147061841146,2.26063031518743
431,28340,"Kendallville, IN",Micropolitan Statistical Area,1064085738,17060235,0.116406687893459,1.44187553241727
432,28380,"Kennett, MO",Micropolitan Statistical Area,1403538813,13708531,0.14214583057128,2.73728446307353
433,28420,"Kennewick-Richland, WA",Metropolitan Statistical Area,7619028336,214802393,0.915803815231811,5.11259808107886
434,28450,"Kenosha, WI",Metropolitan Statistical Area,704044387,1248872159,0.214144235513231,2.89587947472665
435,28500,"Kerrville, TX",Micropolitan Statistical Area,2857617602,10231764,0.26829365165986,2.59009804892397
436,28540,"Ketchikan, AK",Micropolitan Statistical Area,12579396153,4651598031,2.44841982335129,9.59538251842788
437,28580,"Key West-Key Largo, FL",Micropolitan Statistical Area,2546044689,11153864839,1.22552627997868,10.0173545626962
438,28620,"Kill Devil Hills, NC",Micropolitan Statistical Area,992558550,3000513281,0.397478519779497,2.94939306384939
439,28660,"Killeen-Temple, TX",Metropolitan Statistical Area,7300156199,108968616,0.701239743955057,4.10004256677867
440,28680,"Kingsland, GA",Micropolitan Statistical Area,1632397628,392733634,0.191105553763009,2.48774084893481
441,28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,5207147250,95815037,0.534135349871576,5.25292636520807
442,28740,"Kingston, NY",Metropolitan Statistical Area,2911757764,94596810,0.326125605352672,2.93862124079584
443,28780,"Kingsville, TX",Micropolitan Statistical Area,2282572444,541041659,0.257710067287462,2.6288272473043
444,28820,"Kinston, NC",Micropolitan Statistical Area,1033630011,5900299,0.102939727906232,1.68892144423325
445,28860,"Kirksville, MO",Micropolitan Statistical Area,2265278463,7684518,0.24072863023639,2.62575001411648
446,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Metropolitan Statistical Area,4163871452,144860339,0.465223986307592,4.28339770263923
447,28900,"Klamath Falls, OR",Micropolitan Statistical Area,15410373388,484953082,1.74601911036689,6.44084841655383
448,28940,"Knoxville, TN",Metropolitan Statistical Area,9067414138,385668828,0.945422404951159,7.85925125578606
449,29020,"Kokomo, IN",Metropolitan Statistical Area,759058622,2194576,0.0808533258268653,1.39975634588645
450,29060,"Laconia, NH",Micropolitan Statistical Area,1040779612,176541258,0.135514612034967,1.8174366388569
451,29100,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,4650281293,180750122,0.539393248833449,4.46166557157106
452,29180,"Lafayette, LA",Metropolitan Statistical Area,7338982168,1144545748,0.793326580122084,6.93371479354933
453,29200,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,4253356686,23170560,0.454172536151418,4.17500746141879
454,29260,"La Grande, OR",Micropolitan Statistical Area,5275651492,4936782,0.605892454832428,5.11234147062637
455,29300,"LaGrange, GA-AL",Micropolitan Statistical Area,2617346788,99746480,0.262055685777568,2.66006373789022
456,29340,"Lake Charles, LA",Metropolitan Statistical Area,7770588034,1785471514,0.893769130913597,5.75119258832522
457,29380,"Lake City, FL",Micropolitan Statistical Area,2065197085,10207202,0.194473543908316,2.64398750486569
458,29420,"Lake Havasu City-Kingman, AZ",Metropolitan Statistical Area,34530024781,333398757,3.47235234177469,10.6888725505259
459,29460,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,4657154151,549789492,0.477464504392174,3.79776869966523
460,29470,"Lake of the Woods, VA",Micropolitan Statistical Area,881929771,7015339,0.0914851406928392,2.01968754886759
461,29540,"Lancaster, PA",Metropolitan Statistical Area,2444751632,103368819,0.268906892160658,2.61198386540688
462,29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area,4399462519,41620828,0.488025637396731,3.23856131099093
463,29660,"Laramie, WY",Micropolitan Statistical Area,11070455488,89161376,1.2062731266742,5.38216886712577
464,29700,"Laredo, TX",Metropolitan Statistical Area,8706187276,36554554,0.800333652428662,4.75940648055452
465,29720,"Lares, PR",Micropolitan Statistical Area,159155345,485277,0.0136397791183072,0.631926173333037
466,29740,"Las Cruces, NM",Metropolitan Statistical Area,9863163862,17594250,0.946598852872512,4.54085204998011
467,29780,"Las Vegas, NM",Micropolitan Statistical Area,17217628895,57473567,1.71897103777133,6.91827612425187
468,29820,"Las Vegas-Henderson-North Las Vegas, NV",Metropolitan Statistical Area,20439308551,438384090,2.09252023573458,7.40377298607857
469,29860,"Laurel, MS",Micropolitan Statistical Area,3551275209,15812537,0.339777826933869,2.55926988120631
470,29900,"Laurinburg, NC",Micropolitan Statistical Area,826569986,3842049,0.0818394453233395,1.55230945055938
471,29940,"Lawrence, KS",Metropolitan Statistical Area,1180428103,48875040,0.127623494726777,1.63959842639994
472,29980,"Lawrenceburg, TN",Micropolitan Statistical Area,1598359119,2218403,0.158456449796404,1.89916375274378
473,30020,"Lawton, OK",Metropolitan Statistical Area,4408054160,61648154,0.438852695792548,3.07643891336661
474,30060,"Lebanon, MO",Micropolitan Statistical Area,1980373787,8720826,0.203102260402829,2.09323722105369
475,30140,"Lebanon, PA",Metropolitan Statistical Area,937148915,1722125,0.0995485858218217,1.35615443890212
476,30150,"Lebanon-Claremont, NH-VT",Micropolitan Statistical Area,10107756528,174767407,1.1496867931769,6.59164670633808
477,30180,"Le Mars, IA",Micropolitan Statistical Area,2234715258,2176851,0.245904391359545,2.58997685738914
478,30260,"Lewisburg, PA",Micropolitan Statistical Area,818320616,4614461,0.0880263836909307,1.58246095405314
479,30280,"Lewisburg, TN",Micropolitan Statistical Area,972442311,1801922,0.0967451293315662,1.83650138131566
480,30300,"Lewiston, ID-WA",Metropolitan Statistical Area,3844567744,32544611,0.452475512864112,3.94166168738127
481,30340,"Lewiston-Auburn, ME",Metropolitan Statistical Area,1211995417,75541706,0.144874455394756,2.0168639929616
482,30380,"Lewistown, PA",Micropolitan Statistical Area,1064581425,9507560,0.114292772516819,1.86676310186571
483,30420,"Lexington, NE",Micropolitan Statistical Area,3810425999,28341025,0.409382078885528,3.25551589823004
484,30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,3807186216,37051688,0.394798573512617,4.53328909621209
485,30500,"Lexington Park, MD",Metropolitan Statistical Area,1480834886,1392306823,0.295965943700821,2.8188355877343
486,30580,"Liberal, KS",Micropolitan Statistical Area,1656693304,1961444,0.168330811852229,1.64551160939265
487,30620,"Lima, OH",Metropolitan Statistical Area,1042587388,11152061,0.112394646971552,1.58768890228819
488,30660,"Lincoln, IL",Micropolitan Statistical Area,1600748259,2262329,0.169368816152655,1.72500853718616
489,30700,"Lincoln, NE",Metropolitan Statistical Area,3649268669,34389571,0.393191847361777,2.85351427227941
490,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,10576991123,298606996,1.07076528711468,6.53277000399593
491,30820,"Lock Haven, PA",Micropolitan Statistical Area,2304129844,23182053,0.249959210477982,2.72977712905582
492,30860,"Logan, UT-ID",Metropolitan Statistical Area,4733720491,33284225,0.517134301771875,4.30101333953006
493,30900,"Logansport, IN",Micropolitan Statistical Area,1067448399,7002034,0.114586769078187,1.53022543708342
494,30980,"Longview, TX",Metropolitan Statistical Area,6942767220,108951107,0.676143927599924,5.23323983476402
495,31020,"Longview-Kelso, WA",Metropolitan Statistical Area,2955587568,65453462,0.352086525746017,2.99726902730335
496,31060,"Los Alamos, NM",Micropolitan Statistical Area,282626748,208105,0.0282249555714316,0.961865435074207
497,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,12569480148,2191266490,1.44233484134065,8.3304350949956
498,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,10258440135,205070897,1.07653966418206,7.80156179206919
499,31180,"Lubbock, TX",Metropolitan Statistical Area,13635140940,29138501,1.32527627813693,5.75485287000861
500,31220,"Ludington, MI",Micropolitan Statistical Area,1281963206,1935616622,0.36101463231239,2.75259637582246
501,31260,"Lufkin, TX",Micropolitan Statistical Area,2066460810,173300091,0.212085621515371,3.40053848270286
502,31300,"Lumberton, NC",Micropolitan Statistical Area,2453481924,5076395,0.241721111742436,2.51512620050612
503,31340,"Lynchburg, VA",Metropolitan Statistical Area,5491999817,68485365,0.565581657165012,4.47109194864216
504,31380,"Macomb, IL",Micropolitan Statistical Area,1526339605,2012552,0.162262648580963,1.62483510712741
505,31420,"Macon-Bibb County, GA",Metropolitan Statistical Area,4464076850,36496465,0.433552102762178,3.81357368289447
506,31500,"Madison, IN",Micropolitan Statistical Area,934204259,5992630,0.097475754479774,1.72766686727343
507,31540,"Madison, WI",Metropolitan Statistical Area,8569834863,200103232,0.969392477094971,5.50360491540112
508,31580,"Madisonville, KY",Micropolitan Statistical Area,1404258119,31671289,0.145946911325382,2.70228659484922
509,31620,"Magnolia, AR",Micropolitan Statistical Area,1984098878,1985830,0.192085548655314,1.87631790600847
510,31680,"Malvern, AR",Micropolitan Statistical Area,1592697317,18725599,0.157831624443588,2.24413939245545
511,31700,"Manchester-Nashua, NH",Metropolitan Statistical Area,2270202106,41309760,0.254827566949643,2.60102619409123
