name,gdp,pob_2020
"Portland-South Portland, ME",32289702382.88889,571534
"Portland-Vancouver-Hillsboro, OR-WA",165308371107.4286,2537904
"Port Lavaca, TX",1755148598.6666667,19942
"Port St. Lucie, FL",48206069331.2,556336
"Portsmouth, OH",2878156169.142857,71798
"Pottsville, PA",11238525990.88889,144523
"Price, UT",2655795410.4,20613
"Providence-Warwick, RI-MA",138131561856.2727,1700901
"Provo-Orem-Lehi, UT",67273023115.33333,760531
"Pueblo, CO",7092245232.0,169866
"Pullman, WA",2190766215.2999997,48399
"Punta Gorda, FL",15184880643.2,212122
"Quincy, IL-MO",2952218030.875,73961
"Racine-Mount Pleasant, WI",10820440509.6,198651
"Raleigh-Cary, NC",90018355525.85715,1562009
"Rapid City, SD",7124497994.5,156227
"Raymondville, TX",622879754.0,20027
"Reading, PA",33244596649.833332,439117
"Red Bluff, CA",6689139107.857142,64451
"Redding, CA",14115302893.0,181121
"Red Wing, MN",1590147471.0,47982
"Reno, NV",27582275600.0,575110
"Rexburg, ID",3161027840.0,69948
"Richmond, IN",3069223534.2857146,66410
"Richmond, VA",74771685264.5,1370165
"Richmond-Berea, KY",5117876079.0,129810
"Rio Grande City-Roma, TX",2445807097.0,66587
"Riverside-San Bernardino-Ontario, CA",405811439716.36365,4744214
"Riverton, WY",2503637327.714286,39721
"Roanoke, VA",13130047213.0625,315749
"Roanoke Rapids, NC",3028965639.1111107,63572
"Rochelle, IL",7415180718.75,51345
"Rochester, MN",8413272850.909091,230742
"Rochester, NY",51959515933.200005,1057218
"Rockford, IL",33373062158.800003,337103
"Rockingham, NC",1950655947.5,41990
"Rock Springs, WY",3515079247.4444447,41273
"Rocky Mount, NC",8187986946.857143,147114
"Rolla, MO",1516135324.0,45672
"Rome, GA",5239516545.714286,101390
"Roseburg, OR",7353135483.571429,112255
"Roswell, NM",4762651988.714285,63697
"Ruidoso, NM",1406986537.5,20025
"Russellville, AR",3075448192.5,84963
"Ruston, LA",1632861523.8,48243
"Rutland, VT",3349067571.6,60198
"Sacramento-Roseville-Folsom, CA",230270199903.5625,2463127
"Safford, AZ",3641468398.5,40242
"Saginaw, MI",8291740350.799999,187714
"St. Cloud, MN",8724656708.400002,205878
"St. George, UT",15904561943.599998,207943
"St. Joseph, MO-KS",5547329778.461538,119124
"St. Louis, MO-IL",129776539719.0,2811927
"St. Marys, PA",1000955251.3333334,30124
"Salem, OH",5988880885.0,99823
"Salem, OR",28809269619.199997,443416
"Salina, KS",2631792064.0,59312
"Salinas, CA",44823554205.5,436251
"Salisbury, MD",9150216558.75,131570
"Salt Lake City-Murray, UT",95583657543.81818,1300762
"San Angelo, TX",5997823305.333333,121629
"San Antonio-New Braunfels, TX",156556678470.3333,2763006
"San Diego-Chula Vista-Carlsbad, CA",250279880130.0,3298799
"Sandpoint, ID",1777169790.0,53955
"Sandusky, OH",5458167094.8,113533
"Sanford, NC",3474568886.25,68537
"San Francisco-Oakland-Fremont, CA",494276770320.2,4648486
"San Jose-Sunnyvale-Santa Clara, CA",200700459429.3333,1995484
"San Luis Obispo-Paso Robles, CA",28172575331.199997,281843
"Santa Cruz-Watsonville, CA",29743772581.2,262406
"Santa Fe, NM",7587707675.0,157765
"Santa Maria-Santa Barbara, CA",46954646375.0,444500
"Santa Rosa-Petaluma, CA",78952650700.0,485375
"Sault Ste. Marie, MI",1684626155.8,36253
"Savannah, GA",17129713461.375,431589
"Sayre, PA",2815484438.666667,59699
"Scottsbluff, NE",2196851718.0,36399
"Scottsboro, AL",2441257052.0,53780
"Scranton--Wilkes-Barre, PA",44694292370.6,574009
"Searcy, AR",2999387765.75,79091
"Seattle-Tacoma-Bellevue, WA",430735135865.1667,4145494
"Sebastian-Vero Beach-West Vero Corridor, FL",14819446510.0,172139
"Sebring, FL",9026354906.857143,109778
"Sedalia, MO",1988461728.0,43791
"Selinsgrove, PA",1633258506.6000001,39627
"Selma, AL",1134474531.4285715,35545
"Seneca, SC",3589605244.444444,82475
"Seneca Falls, NY",1614167025.0,32650
"Sevierville, TN",4261498183.9999995,100184
"Seymour, IN",2165292040.0,47420
"Shawano, WI",2281431567.857143,45585
"Shawnee, OK",2817346831.6666665,74446
"Sheboygan, WI",6299252175.833333,118331
"Shelby-Kings Mountain, NC",6070819970.857143,102194
"Shelbyville, TN",2783215948.0,54228
"Shelton, WA",9136310272.0,69632
"Sheridan, WY",1854273792.8,32978
"Sherman-Denison, TX",7834989890.666666,150532
"Show Low, AZ",12639132044.0,109516
"Shreveport-Bossier City, LA",16698472847.818182,383269
"Sidney, OH",2259718819.2,47952
"Sierra Vista-Douglas, AZ",9702234030.833332,125773
"Sikeston, MO",2040604901.9999998,49707
"Silver City, NM",2020885137.3333333,27541
"Sioux City, IA-NE-SD",8295389508.142857,145994
"Sioux Falls, SD-MN",17955030236.5,308266
"Snyder, TX",602630956.1999999,16211
"Somerset, KY",1907294693.75,66842
"Somerset, PA",5090310892.571428,72134
"Sonora, CA",6330035998.125,53893
"South Bend-Mishawaka, IN-MI",19918040770.22222,325294
"Spartanburg, SC",18529783188.0,395934
"Spearfish, SD",1244756224.8,28809
"Spencer, IA",771883778.6666666,16474
"Spirit Lake, IA",969146934.0,18158
"Spokane-Spokane Valley, WA",20408937535.8,604962
"Springfield, IL",9198716688.400002,206308
"Springfield, MA",40155385557.375,464151
"Springfield, MO",16053215453.571428,496975
"Springfield, OH",6903222890.0,134985
"Starkville, MS",2525063296.7999997,62004
"State College, PA",7525171791.428571,159805
"Statesboro, GA",2801458132.0,96323
"Staunton-Stuarts Draft, VA",6297534759.3,128481
"Steamboat Springs, CO",2466757189.285714,38385
"Stephenville, TX",2184471792.0,44496
"Sterling, CO",1398173028.0000002,20755
"Sterling, IL",5497817819.625,54657
"Stevens Point-Plover, WI",3441158693.3333335,72040
"Stillwater, OK",3052550546.0,84199
"Stockton-Lodi, CA",80849371236.0,816108
"Storm Lake, IA",849482746.0,20816
"Sturgis, MI",2736068722.2,61171
"Sulphur Springs, TX",1911996902.3999999,38784
"Summerville, GA",1225559457.6,25306
"Sumter, SC",4548670424.0,104776
"Sunbury, PA",6253491386.666666,108142
"Susanville, CA",1296016540.0,28340
"Sweetwater, TX",649084612.4,14182
"Syracuse, NY",34243453085.0,655189
"Tahlequah, OK",2112515851.0,48729
"Talladega-Sylacauga, AL",3713178828.2,91666
"Tallahassee, FL",14954170700.0,397675
"Tampa-St. Petersburg-Clearwater, FL",177425597460.0,3424560
"Taos, NM",1153690135.5,34482
"Taylorville, IL",1796160863.25,33247
"Terre Haute, IN",7408074565.866667,168874
"Texarkana, TX-AR",5659278198.153846,145576
"The Dalles, OR",1522520846.8888888,26507
"Thomaston, GA",1273509166.2857144,28358
"Thomasville, GA",2837103107.142857,72325
"Tiffin, OH",2731832312.8571424,54730
"Tifton, GA",1917320166.7142859,50731
"Toccoa, GA",1219448306.4,27498
"Toledo, OH",30475842532.666664,601396
"Topeka, KS",10105589338.0,232648
"Torrington, CT",11047852145.199999,114101
"Traverse City, MI",6548568511.454546,156634
"Trenton-Princeton, NJ",34603041396.0,392138
"Troy, AL",1267338436.0,33124
"Truckee-Grass Valley, CA",6109651428.75,102195
"Tucson, AZ",65721665905.0,1080149
"Tullahoma-Manchester, TN",3309507409.5,68058
"Tulsa, OK",45374842031.47059,1059803
"Tupelo, MS",5079558481.200001,132699
"Tuscaloosa, AL",11029043165.642857,281963
"Twin Falls, ID",6270885018.75,122565
"Tyler, TX",13744280925.25,249091
"Ukiah, CA",14071428575.0,89175
"Union City, TN",1078483126.875,30261
"Urbana, OH",1770668686.2857144,38907
"Urban Honolulu, HI",59253662016.0,998747
"Utica-Rome, NY",14071783910.800001,287932
"Uvalde, TX",1173914434.4,25138
"Valdosta, GA",5581333346.400001,152588
"Vallejo, CA",40944162687.2,455101
"Van Wert, OH",1437427952.625,28887
"Vermillion, SD",891164260.8333333,15245
"Vernal, UT",3952458799.5,38307
"Vernon, TX",517850876.25,12455
"Vicksburg, MS",1568798615.9999998,42105
"Victoria, TX",8826769095.555555,99170
"Vidalia, GA",1216561108.5,36054
"Vincennes, IN",1531565289.1428573,35872
"Vineland, NJ",16007123316.0,155678
"Vineyard Haven, MA",1477092174.0,21061
"Virginia Beach-Chesapeake-Norfolk, VA-NC",82409842831.5,1794278
"Visalia, CA",38328273690.0,483546
"Wabash, IN",1518424331.0,30777
"Waco, TX",19582469603.0,307123
"Wahpeton, ND-MN",974273485.3333334,22926
"Walla Walla, WA",2909072850.5,62068
"Wapakoneta, OH",2131600835.7142859,45922
"Warner Robins, GA",8649263305.0,204110
"Warren, PA",1365123571.0,37373
"Warrensburg, MO",2849242968.0,55880
"Warsaw, IN",3540293513.333333,80669
"Washington, IN",1519055447.0,34097
"Washington, NC",1978824160.0,44576
"Washington-Arlington-Alexandria, DC-VA-MD-WV",597739150825.9025,6436489
"Washington Court House, OH",1224049119.4285715,28782
"Waterloo-Cedar Falls, IA",8989843856.25,170081
"Watertown, SD",1488200740.0,29278
"Watertown-Fort Atkinson, WI",5456841893.0,86245
"Watertown-Fort Drum, NY",5328758232.0,113140
"Wausau, WI",7785410088.5,139091
"Waycross, GA",2433523903.2,56891
"Weatherford, OK",1364005863.0,39105
"Weirton-Steubenville, WV-OH",7458134435.888889,113239
"Wenatchee-East Wenatchee, WA",9384268705.5,127023
"West Plains, MO",933592467.0,40762
"Wheeling, WV-OH",7975985730.666666,135136
"Whitewater-Elkhorn, WI",7426854319.5,106029
"Wichita, KS",29007457546.600002,661217
"Wichita Falls, TX",5761833600.200001,149869
"Williamsport, PA",4679251228.0,113236
"Williston, ND",3167995540.8571424,40763
"Willmar, MN",1523817375.9999998,44674
"Wilmington, NC",24666695891.25,480522
"Wilmington, OH",2569383814.714286,42019
"Wilson, NC",4773801009.428572,79958
"Winchester, VA-WV",17491196650.2,149702
"Winnemucca, NV",806451148.8000001,17116
"Winona, MN",2003217678.0,49973
"Winston-Salem, NC",31621844342.500004,705187
"Wisconsin Rapids-Marshfield, WI",3542818635.166667,73943
"Woodward, OK",640027857.8,19991
"Wooster, OH",6327733089.333334,116632
"Worcester, MA",63791940450.909096,881248
"Worthington, MN",935251086.6,21969
"Yakima, WA",19725965569.88889,258523
"Yankton, SD",815239224.75,23509
"York-Hanover, PA",27858648510.0,471240
"Youngstown-Warren, OH",22459973057.800003,426086
"Yuba City, CA",11074322821.777779,186014
"Yuma, AZ",18824608260.0,220310
"Zanesville, OH",3323450070.0,86582
"Zapata, TX",619664688.5,13819
Honduras,49376666412.16216,10294000
